,ride_date,ride_count,month,year,m_y
144,2019-05-25,3551,5,2019,5-2019
145,2019-05-26,2648,5,2019,5-2019
146,2019-05-27,2959,5,2019,5-2019
147,2019-05-28,6914,5,2019,5-2019
148,2019-05-29,7537,5,2019,5-2019
149,2019-05-30,6994,5,2019,5-2019
150,2019-05-31,6796,5,2019,5-2019
151,2019-06-01,3703,6,2019,6-2019
152,2019-06-02,3342,6,2019,6-2019
153,2019-06-03,7287,6,2019,6-2019
154,2019-06-04,7900,6,2019,6-2019
155,2019-06-05,7846,6,2019,6-2019
156,2019-06-06,7527,6,2019,6-2019
157,2019-06-07,7127,6,2019,6-2019
158,2019-06-08,4409,6,2019,6-2019
159,2019-06-09,3965,6,2019,6-2019
160,2019-06-10,7060,6,2019,6-2019
161,2019-06-11,7776,6,2019,6-2019
162,2019-06-12,7517,6,2019,6-2019
163,2019-06-13,7226,6,2019,6-2019
164,2019-06-14,6426,6,2019,6-2019
165,2019-06-15,3323,6,2019,6-2019
166,2019-06-16,3049,6,2019,6-2019
167,2019-06-17,7048,6,2019,6-2019
168,2019-06-18,7649,6,2019,6-2019
169,2019-06-19,7483,6,2019,6-2019
170,2019-06-20,7593,6,2019,6-2019
171,2019-06-21,7075,6,2019,6-2019
172,2019-06-22,4037,6,2019,6-2019
173,2019-06-23,3699,6,2019,6-2019
174,2019-06-24,7120,6,2019,6-2019
175,2019-06-25,7729,6,2019,6-2019
176,2019-06-26,7547,6,2019,6-2019
177,2019-06-27,7233,6,2019,6-2019
178,2019-06-28,6861,6,2019,6-2019
179,2019-06-29,3992,6,2019,6-2019
180,2019-06-30,3691,6,2019,6-2019
181,2019-07-01,6752,7,2019,7-2019
182,2019-07-02,7098,7,2019,7-2019
183,2019-07-03,6166,7,2019,7-2019
184,2019-07-04,2852,7,2019,7-2019
185,2019-07-05,3838,7,2019,7-2019
186,2019-07-06,3046,7,2019,7-2019
187,2019-07-07,2918,7,2019,7-2019
188,2019-07-08,6841,7,2019,7-2019
189,2019-07-09,7435,7,2019,7-2019
190,2019-07-10,7582,7,2019,7-2019
191,2019-07-11,7300,7,2019,7-2019
192,2019-07-12,6825,7,2019,7-2019
193,2019-07-13,3862,7,2019,7-2019
194,2019-07-14,3308,7,2019,7-2019
195,2019-07-15,7126,7,2019,7-2019
196,2019-07-16,7582,7,2019,7-2019
197,2019-07-17,7367,7,2019,7-2019
198,2019-07-18,7307,7,2019,7-2019
199,2019-07-19,6969,7,2019,7-2019
200,2019-07-20,3809,7,2019,7-2019
201,2019-07-21,3273,7,2019,7-2019
202,2019-07-22,6653,7,2019,7-2019
203,2019-07-23,7465,7,2019,7-2019
