,start_date,ride_count,month,year,m_y
695,2020-11-26,322,11,2020,11-2020
696,2020-11-27,422,11,2020,11-2020
697,2020-11-28,447,11,2020,11-2020
698,2020-11-29,468,11,2020,11-2020
699,2020-11-30,403,11,2020,11-2020
700,2020-12-01,429,12,2020,12-2020
701,2020-12-02,404,12,2020,12-2020
702,2020-12-03,299,12,2020,12-2020
703,2020-12-04,418,12,2020,12-2020
704,2020-12-05,445,12,2020,12-2020
705,2020-12-06,465,12,2020,12-2020
706,2020-12-07,395,12,2020,12-2020
707,2020-12-08,394,12,2020,12-2020
708,2020-12-09,422,12,2020,12-2020
709,2020-12-10,363,12,2020,12-2020
710,2020-12-11,347,12,2020,12-2020
711,2020-12-12,528,12,2020,12-2020
712,2020-12-13,486,12,2020,12-2020
713,2020-12-14,305,12,2020,12-2020
714,2020-12-15,410,12,2020,12-2020
715,2020-12-16,376,12,2020,12-2020
716,2020-12-17,338,12,2020,12-2020
717,2020-12-18,414,12,2020,12-2020
718,2020-12-19,475,12,2020,12-2020
719,2020-12-20,440,12,2020,12-2020
720,2020-12-21,415,12,2020,12-2020
721,2020-12-22,442,12,2020,12-2020
722,2020-12-23,380,12,2020,12-2020
723,2020-12-24,259,12,2020,12-2020
724,2020-12-25,382,12,2020,12-2020
725,2020-12-26,468,12,2020,12-2020
726,2020-12-27,468,12,2020,12-2020
727,2020-12-28,102,12,2020,12-2020
728,2020-12-29,418,12,2020,12-2020
729,2020-12-30,397,12,2020,12-2020
730,2020-12-31,423,12,2020,12-2020
731,2021-01-01,417,1,2021,1-2021
732,2021-01-02,419,1,2021,1-2021
733,2021-01-03,420,1,2021,1-2021
734,2021-01-04,291,1,2021,1-2021
735,2021-01-05,271,1,2021,1-2021
736,2021-01-06,383,1,2021,1-2021
737,2021-01-07,329,1,2021,1-2021
738,2021-01-08,332,1,2021,1-2021
739,2021-01-09,487,1,2021,1-2021
740,2021-01-10,405,1,2021,1-2021
741,2021-01-11,319,1,2021,1-2021
742,2021-01-12,352,1,2021,1-2021
743,2021-01-13,433,1,2021,1-2021
744,2021-01-14,390,1,2021,1-2021
745,2021-01-15,436,1,2021,1-2021
746,2021-01-16,652,1,2021,1-2021
747,2021-01-17,633,1,2021,1-2021
748,2021-01-18,495,1,2021,1-2021
749,2021-01-19,359,1,2021,1-2021
750,2021-01-20,458,1,2021,1-2021
751,2021-01-21,414,1,2021,1-2021
752,2021-01-22,362,1,2021,1-2021
753,2021-01-23,176,1,2021,1-2021
754,2021-01-24,441,1,2021,1-2021
755,2021-01-25,249,1,2021,1-2021
756,2021-01-26,307,1,2021,1-2021
757,2021-01-27,289,1,2021,1-2021
758,2021-01-28,340,1,2021,1-2021
759,2021-01-29,211,1,2021,1-2021
760,2021-01-30,587,1,2021,1-2021
761,2021-01-31,565,1,2021,1-2021
762,2021-02-01,405,2,2021,2-2021
763,2021-02-02,404,2,2021,2-2021
764,2021-02-03,373,2,2021,2-2021
765,2021-02-04,472,2,2021,2-2021
766,2021-02-05,486,2,2021,2-2021
767,2021-02-06,589,2,2021,2-2021
768,2021-02-07,537,2,2021,2-2021
769,2021-02-08,368,2,2021,2-2021
770,2021-02-09,387,2,2021,2-2021
771,2021-02-10,432,2,2021,2-2021
772,2021-02-11,414,2,2021,2-2021
773,2021-02-12,443,2,2021,2-2021
774,2021-02-13,546,2,2021,2-2021
775,2021-02-14,599,2,2021,2-2021
776,2021-02-15,440,2,2021,2-2021
777,2021-02-16,427,2,2021,2-2021
778,2021-02-17,405,2,2021,2-2021
779,2021-02-18,448,2,2021,2-2021
780,2021-02-19,432,2,2021,2-2021
781,2021-02-20,587,2,2021,2-2021
782,2021-02-21,625,2,2021,2-2021
783,2021-02-22,383,2,2021,2-2021
784,2021-02-23,447,2,2021,2-2021
785,2021-02-24,432,2,2021,2-2021
786,2021-02-25,470,2,2021,2-2021
787,2021-02-26,401,2,2021,2-2021
788,2021-02-27,667,2,2021,2-2021
789,2021-02-28,581,2,2021,2-2021
790,2021-03-01,403,3,2021,3-2021
791,2021-03-02,390,3,2021,3-2021
792,2021-03-03,210,3,2021,3-2021
793,2021-03-04,451,3,2021,3-2021
794,2021-03-05,412,3,2021,3-2021
795,2021-03-06,636,3,2021,3-2021
796,2021-03-07,495,3,2021,3-2021
797,2021-03-08,374,3,2021,3-2021
798,2021-03-09,356,3,2021,3-2021
799,2021-03-10,221,3,2021,3-2021
800,2021-03-11,324,3,2021,3-2021
801,2021-03-12,366,3,2021,3-2021
802,2021-03-13,679,3,2021,3-2021
803,2021-03-14,572,3,2021,3-2021
804,2021-03-15,221,3,2021,3-2021
805,2021-03-16,461,3,2021,3-2021
806,2021-03-17,429,3,2021,3-2021
807,2021-03-18,433,3,2021,3-2021
808,2021-03-19,431,3,2021,3-2021
809,2021-03-20,700,3,2021,3-2021
810,2021-03-21,631,3,2021,3-2021
811,2021-03-22,422,3,2021,3-2021
812,2021-03-23,495,3,2021,3-2021
813,2021-03-24,462,3,2021,3-2021
814,2021-03-25,404,3,2021,3-2021
815,2021-03-26,431,3,2021,3-2021
816,2021-03-27,719,3,2021,3-2021
817,2021-03-28,695,3,2021,3-2021
818,2021-03-29,478,3,2021,3-2021
819,2021-03-30,487,3,2021,3-2021
820,2021-03-31,541,3,2021,3-2021
